title,year,genre,duration,country,director,humor,rhythm,effort,tension,vote,votes_total
Cette musique ne joue pour personne,2021,Comedy,107,France,Samuel Benchetrit,0,0,0,0,6,16
Voces,2020,Horror,87,Spain,Angel Gómez Hernández,0,0,0,0,5,26
Tendre,2020,Documentary,43,France,Isabel Pagliai,0,0,0,0,4,3
Lúa vermella,2019,Sperimental,84,Spain,Lois Patiño,0,0,0,0,6,8
Sous le ciel d'Alice,2020,Drama,90,France,Chloé Mazlo,0,0,0,0,7,3
Les héroïques,2021,Drama,99,France,Maxime Roy,0,0,0,0,7,3
Un fils,2015,Drama,96,France,Alain Berliner,0,0,0,0,5,7
Train to Busan 2,2020,Horror,114,South Korea,Sang-ho Yeon,0,0,0,0,5,44
Baby,2020,Thriller,106,Spain,Juanma Bajo Ulloa,0,0,0,0,4,16
Historias lamentables,2020,Comedy,129,Spain,Javier Fesser,0,0,0,0,6,17
Blue Story,2019,Drama,91,Great Britain,Rapman,0,0,0,0,5,7
La Terre et le Sang,2020,Thriller,80,France,Julien Leclercq,0,0,0,0,4,11
Serre-moi fort,2021,Drama,97,France,Mathieu Amalric,1,2,3,1,6,30
Illusions perdues,2021,Comedy,144,France,Xavier Giannoli,0,0,0,0,7,65
Burg Schreckenstein II - Küssen (nicht) verboten,2017,Adventure,100,Germany,Ralf Huettner,0,0,0,0,2,4
Bajocero,2021,Thriller,106,Spain,Lluís Quílez,0,0,0,0,6,39
Kubrick by Kubrick,2020,Documentary,73,France,Gregory Monro,0,0,0,0,6,7
Jonas,2018,Drama,82,France,Christophe Charrier,0,0,0,0,6,4
Peel,2019,Comedy,101,Great Britain,Rafael Monserrate,0,0,0,0,6,4
Betonrausch,2020,Drama,98,Germany,Cüneyt Kaya,0,0,0,0,5,8
Four Kids and It,2020,Comedy,110,Great Britain,Andy De Emmony,0,0,0,0,5,4
Salman Rushdie Death on a trail,2019,Documentary,52,France,William Karel,0,0,0,0,6,8
Supermarkt,1974,Drama,84,Germany,Roland Klick,0,0,0,0,6,5
The Closet,2020,Horror,97,South Korea,Kwang-bin Kim,0,0,0,0,4,4
Ausgerechnet Sylt,2018,Romantic,88,Germany,Susanna Salonen,0,0,0,0,1,4
Verliebt in Amsterdam,2017,Romantic,89,Germany,Florian Froschmayer,0,0,0,0,4,6
Ils ont échangé mon enfant,2018,Drama,90,France,Agnes Obadia,0,0,0,0,5,5
Chansil-ineun bogdo manhji,2019,Drama,96,South Korea,Cho-hee Kim,0,0,0,0,6,11
Familie Wöhler auf Mallorca,2019,Drama,90,Germany,David Gruschka,0,0,0,0,1,3
Bronx,2020,Crime,116,France,Olivier Marchal,0,0,0,0,5,27
Adieu les cons,2020,Comedy,87,France,Albert Dupontel,0,0,0,0,5,11
Mystère,2021,Drama,84,France,Denis Imbert,0,0,0,0,5,5
Balle perdue,2020,Thriller,92,France,Guillaume Pierret,0,0,0,0,6,24
Das Mädchen am Strand,2020,Thriller,180,Germany,Thomas Berger,0,0,0,0,4,3
Inga Lindström: In deinem Leben,2015,Romantic,90,Germany,Thomas Nennstiel,0,0,0,0,4,5
Sweat,2020,Drama,100,Sweden,Magnus von Horn,0,0,0,0,5,6
Médecin de nuit,2020,Drama,100,France,Elie Wajeman,0,0,0,0,6,5
Josep,2020,Animation,80,France,Aurel,0,0,0,0,6,5
After Love,2020,Drama,89,Great Britain,Aleem Khan,0,0,0,0,7,41
Bruno Reidal,2021,Biography,101,France,Vincent Le Port,0,0,0,0,7,3
Adieu Monsieur Haffmann,2022,Drama,116,France,Fred Cavayé,0,0,0,0,7,34
Namsanui bujangdeul,2020,Thriller,114,South Korea,Min-ho Woo,0,0,0,0,6,7
Unrelated,2008,Drama,100,Great Britain,Joanna Hogg,0,0,0,0,6,5
Inga Lindström: Kochbuch der Liebe,2017,Romantic,90,Germany,Ulli Baumann,0,0,0,0,2,3
Pont de Varsòvia,1989,Sperimental,85,Spain,Pere Portabella,0,0,0,0,6,4
Weingut Wader - Neue Wege,2019,Drama,90,Germany,Tomy Wigand,0,0,0,0,2,3
Ghosts of War,2020,Horror,95,Great Britain,Eric Bress,0,0,0,0,4,15
Poly,2020,Adventure,102,France,Nicolas Vanier,0,0,0,0,6,6
Aenne Burda: Die Wirtschaftswunderfrau,2018,Biography,180,Germany,Francis Meletzky,0,0,0,0,6,7
Ein Sommer in der Toskana,2019,Romantic,90,Germany,Jorgo Papavassiliou,0,0,0,0,2,8
Belle fille,2020,Comedy,96,France,Méliane Marcaggi,0,0,0,0,4,10
Black Beach,2020,Drama,115,Spain,Esteban Crespo,0,0,0,0,6,10
Jeff Beck: Still on the Run,2019,Documentary,87,Great Britain,Matthew Longfellow,0,0,0,0,6,3
A Study in Terror,1966,Thriller,95,Great Britain,James Hill,0,0,0,0,6,6
Crime dans l'Hérault,2020,Thriller,93,France,Éric Duret,0,0,0,0,5,9
Le bonheur des uns...,2020,Comedy,104,France,Daniel Cohen,0,0,0,0,5,29
BAC Nord,2021,Thriller,107,France,Cédric Jimenez,0,0,0,0,6,63
Jiyan,2019,Drama,71,Germany,Süheyla Schwenk,0,0,0,0,7,5
Triangle of Sadness,2022,Comedy,149,Sweden,Ruben Östlund,0,0,0,0,6,122
Benny Loves You,2019,Horror,116,Great Britain,Karl Holt,0,0,0,0,4,13
Akelarre,2020,Drama,90,Spain,Pablo Agüero,0,0,0,0,6,25
Hasta el cielo,2020,Thriller,121,Spain,Daniel Calparsoro,0,0,0,0,5,10
Und morgen die ganze Welt,2020,Drama,101,Germany,Julia von Heinz,0,0,0,0,4,14
The Duke,2020,Comedy,96,Great Britain,Roger Michell,1,1,1,1,6,54
Nak won eui bam,2020,Noir,131,South Korea,Hoon-jung Park,0,0,0,0,6,27
I Am Greta,2020,Documentary,97,Sweden,Nathan Grossman,0,0,0,0,6,11
A Christmas Gift From Bob,2020,Comedy,92,Great Britain,Charles Martin Smith,0,0,0,0,6,7
100% Wolf,2020,Animation,96,Australia,Alexs Stadermann,0,0,0,0,5,5
Parents d'élèves,2020,Comedy,89,France,Noémie Saglio,0,0,0,0,5,13
The Jack in the Box,2019,Horror,87,Great Britain,Lawrence Fowler,0,0,0,0,3,25
The Power of the Dog,2021,Drama,125,Great Britain,Jane Campion,0,0,0,0,6,164
Rebecca,2020,Drama,130,Great Britain,Ben Wheatley,0,0,0,0,5,30
Freaks - Du bist eine von uns,2020,Comedy,92,Germany,Felix Binder,0,0,0,0,4,14
Cinquième set,2020,Drama,90,France,Quentin Reynaud,0,0,0,0,5,12
#Saraitda,2020,Horror,98,South Korea,Il Cho,0,0,0,0,5,30
Rosamunde Pilcher: Ex & Liebe,2016,Romantic,90,Germany,Stefan Bartmann,0,0,0,0,3,4
Ricky Gervais: Humanity,2018,Stand-up Comedy,79,Great Britain,John L. Spencer,0,0,0,0,7,10
Kreuzfahrt ins Glück: Hochzeitsreise in die Normandie ,2019,Romantic,90,Germany,Stefan Bartmann,0,0,0,0,2,3
Ottilie von Faber-Castell,2019,Biography,182,Germany,Claudia Garde,0,0,0,0,3,5
Kreuzfahrt ins Glück - Hochzeitsreise nach Menorca,2020,Romantic,90,Germany,Stefan Bartmann,0,0,0,0,2,3
Hello Again - Ein Tag für immer,2020,Comedy,92,Germany,Maggie Peren,0,0,0,0,3,4
Ostwind - Der große Orkan,2020,Adventure,102,Germany,Lea Schmidbauer,0,0,0,0,3,5
Götz von Berlichingen,2014,Adventure,107,Germany,Carlo Rola,0,0,0,0,5,5
Daman Akeseo Goohasoseo,2020,Thriller,108,South Korea,Won-Chan Hong,0,0,0,0,5,17
OSS 117: Alerte rouge en Afrique noire,2021,Comedy,116,France,Nicolas Bedos,0,0,0,0,5,24
Haute couture,2021,Comedy,101,France,Sylvie Ohayon,0,0,0,0,5,3
Katie Fforde: Ziemlich beste Freundinnen,2018,Drama,88,Germany,Frauke Thielecke,0,0,0,0,3,3
The Souvenir: Part II,2021,Drama,106,Great Britain,Joanna Hogg,0,0,0,0,6,5
The Pale Horse,2020,Thriller,118,Great Britain,Leonora Lonsdale,0,0,0,0,5,9
Les jeunes amants,2021,Drama,112,France,Carine Tardieu,0,0,0,0,5,13
Meander,2020,Horror,90,France,Mathieu Turi,0,0,0,0,5,37
The Reckoning,2020,Horror,110,Great Britain,Neil Marshall,0,0,0,0,4,14
Cordelia,2020,Horror,88,Great Britain,Adrian Shergold,0,0,0,0,5,3
The Dig,2021,Biography,112,Great Britain,Simon Stone,0,0,0,0,6,81
Contra,2020,Comedy,104,Germany,Sönke Wortmann,0,0,0,0,5,4
Dune Drifter,2020,Sci-Fi,98,Great Britain,Marc Price,0,0,0,0,5,12
2067,2020,Sci-Fi,114,Australia,Seth Larney,0,0,0,0,4,17
Le Calendrier,2020,Horror,90,France,Patrick Ridremont,0,0,0,0,6,12
Wir können nicht anders,2020,Thriller,105,Germany,Detlev Buck,0,0,0,0,3,7
Kol,2020,Thriller,112,South Korea,Chung-Hyun Lee,0,0,0,0,6,23
My Dad's Christmas Date,2020,Comedy,91,Great Britain,Mick Davis,0,0,0,0,4,4
Les Olympiades,2021,Drama,105,France,Jacques Audiard,0,0,0,0,6,56
Monsters of Man,2020,Sci-Fi,131,Australia,Mark Toia,0,0,0,0,4,6
Red Dot,2021,Thriller,86,Sweden,Alain Darborg,0,0,0,0,5,29
Locked Down,2021,Comedy,118,Great Britain,Doug Liman,0,0,0,0,5,31
Host,2020,Horror,57,Great Britain,Rob Savage,0,0,0,0,5,9
Envole-moi,2021,Comedy,91,France,Christophe Barratier,0,0,0,0,4,5
The Sparks Brothers,2021,Documentary,135,Great Britain,Edgar Wright,0,0,0,0,7,4
Le bal des folles,2021,Drama,114,France,Mélanie Laurent,0,0,0,0,6,28
Seungriho,2021,Sci-Fi,136,South Korea,Sung-Hee Jo,0,0,0,0,5,17
Twist,2021,Action,91,Great Britain,Martin Owen,0,0,0,0,3,10
El jugador de ajedrez,2017,Drama,98,Spain,Luis Oliveros,0,0,0,0,5,19
Flick,2008,Horror,92,Great Britain,David Howard (II),0,0,0,0,4,3
Tout s'est bien passé,2021,Drama,113,France,François Ozon,0,0,0,0,6,45
Long Story Short,2021,Romantic,95,Australia,Josh Lawson,0,0,0,0,6,21
Tromperie,2021,Drama,105,France,Arnaud Desplechin,0,0,0,0,5,34
Avec amour et acharnement,2022,Drama,116,France,Claire Denis,0,0,0,0,5,20
Loco por ella,2021,Romantic,102,Spain,Dani de la Orden,0,0,0,0,6,17
L'Evénement,2021,Drama,100,France,Audrey Diwan,0,0,0,0,7,88
Nitram,2021,Drama,110,Australia,Justin Kurzel,0,0,0,0,6,10
Censor,2021,Horror,84,Great Britain,Prano Bailey-Bond,0,0,0,0,4,22
Knackningar,2021,Thriller,78,Sweden,Frida Kempff,0,0,0,0,6,4
Sis dies corrents,2021,Comedy,85,Spain,Neus Ballús,0,0,0,0,5,3
Le sens de la famille,2021,Comedy,91,France,Jean-Patrick Benes,0,0,0,0,4,9
Destello Bravío (Mighty Flash),2021,Drama,100,Spain,Ainhoa Rodríguez,0,0,0,0,5,6
Friends and Strangers,2021,Comedy,82,Australia,James Vaughan,1,1,2,0,6,6
Nocturno 29,1968,Horror,86,Spain,Pere Portabella,0,0,0,0,6,3
Agatha and the Curse of Ishtar,2019,Thriller,95,Great Britain,Sam Yates,0,0,0,0,4,12
Son,2021,Horror,98,Ireland,Ivan Kavanagh,0,0,0,0,5,17
Ich bin dein Mensch,2021,Romantic,102,Germany,Maria Schrader,0,0,0,0,6,19
Inteurodeoksyeon,2021,Drama,66,South Korea,Sang-soo Hong,0,0,0,0,6,4
Petite maman,2021,Drama,72,France,Cèline Sciamma,0,0,0,0,7,40
Tides,2021,Sci-Fi,104,Germany,Tim Fehlbaum,0,0,0,0,5,36
Nous,2021,Documentary,117,France,Alice Diop,0,0,0,0,5,3
Glück,2021,Drama,87,Germany,Henrika Kull,0,0,0,0,3,6
Le monde après nous,2021,Drama,85,France,Louda Ben Salah,0,0,0,0,5,3
Wood and Water,2021,Drama,85,Germany,Jonas Bak,0,0,0,0,4,7
Sentinelle,2021,Thriller,80,France,Julien Leclercq,0,0,0,0,5,21
Tisdagsklubben,2021,Romantic,102,Sweden,Annika Appelin,0,0,0,0,4,8
L'homme de la cave,2021,Drama,114,France,Philippe Le Guay,0,0,0,0,6,21
The ABC Murders,2018,Thriller,180,Great Britain,Alex Gabassi,0,0,0,0,7,4
Boiling Point,2021,Thriller,92,Great Britain,Philip Barantini,0,0,0,0,6,32
La Brigade,2021,Comedy,105,France,Louis-Julien Petit,0,0,0,0,5,11
Les Choses humaines,2021,Drama,138,France,Yvan Attal,0,0,0,0,6,22
Pourris gâtés,2021,Comedy,95,France,Nicolas Cuche,0,0,0,0,4,15
Un jeu brutal,1982,Drama,90,France,Jean-Claude Brisseau,0,0,0,0,7,4
Inga Lindström: Entscheidung für die Liebe,2018,Romantic,90,Germany,Tom Zenker,0,0,0,0,3,5
Super Heros Malgré Lui,2021,Comedy,82,France,Philippe Lacheau,0,0,0,0,7,17
Notre-Dame brûle,2021,Drama,210,France,Jean-Jacques Annaud,0,0,0,0,6,15
Gwledd,2021,Horror,93,Great Britain,Lee Haven Jones,0,0,0,0,5,8
The Holly Kane Experiment,2017,Thriller,103,Great Britain,Tom Sands,0,0,0,0,2,6
Apprendre à t'aimer,2020,Drama,89,France,Stéphanie Pillonca,0,0,0,0,5,6
Three Thousand Years of Longing,2021,Fantasy,108,Australia,George Miller,0,0,0,0,6,26
Decision to Leave,2021,Thriller,138,South Korea,Chan-wook Park,0,0,0,0,7,114
Rumba la vie,2022,Comedy,90,France,Franck Dubosc,0,0,0,0,5,9
The Gaelic King,2017,History,87,Great Britain,Philip Todd,0,0,0,0,2,3
En corps,2021,Drama,120,France,Cédric Klapisch,0,0,0,0,5,5
La sonate à Kreutzer,1956,Drama,50,France,Eric Rohmer,0,0,0,0,5,4
Werewolves Within,2021,Horror,97,Australia,Josh Ruben,0,0,0,0,4,29
Mystère à Saint-Tropez,2021,Thriller,90,France,Nicolas Benamou,0,0,0,0,4,12
Madres paralelas,2021,Drama,120,Spain,Pedro Almodóvar,0,0,0,0,7,159
Donde caben dos,2021,Comedy,100,Spain,Paco Caballero,0,0,0,0,6,11
Downton Abbey 2,2021,Drama,125,Great Britain,Simon Curtis,0,0,0,0,5,24
Dancing Queens,2021,Comedy,111,Sweden,Helena Bergström,0,0,0,0,5,3
La fracture,2021,Drama,98,France,Catherine Corsini,0,0,0,0,6,19
Qu'est-ce qu'on a tous fait au Bon Dieu?,2021,Comedy,98,France,Philippe de Chauveron,0,0,0,0,5,10
Un homme heureux,2022,Comedy,89,France,Tristan Séguéla,0,0,0,0,5,14
Belfast,2021,Drama,97,Great Britain,Kenneth Branagh,0,0,0,0,6,134
Mothering Sunday,2021,Drama,110,Great Britain,Eva Husson,0,0,0,0,5,20
What's Love Got to Do with It?,2022,Comedy,108,Great Britain,Shekhar Kapur,0,0,0,0,5,21
The Lost Leonardo,2021,Documentary,95,Great Britain,Andreas Koefoed,0,0,0,0,7,4
The Last Mercenary,2021,Action,110,France,David Charhon,0,0,0,0,5,10
Xtremo,2021,Thriller,111,Spain,Daniel Benmayor,0,0,0,0,4,11
Men,2022,Horror,100,Great Britain,Alex Garland,0,0,0,0,6,82
Agnès de ci de là Varda,2011,Documentary,236,France,Agnés Varda,0,0,0,0,7,3
Dos,2021,Thriller,70,Spain,Mar Targarona,0,0,0,0,3,19
Oranges sanguines,2021,Drama,100,France,Jean-Christophe Meurisse,0,0,0,0,6,3
Bisangsuneon,2021,Thriller,147,South Korea,Jae-rim Han,0,0,0,0,5,8
Cow,2021,Documentary,94,Great Britain,Andrea Arnold,0,0,0,0,6,12
Entre deux mères,2016,Drama,90,France,Renaud Bertrand,0,0,0,0,6,8
Dangsin-eolgul-apeseo,2021,Drama,85,South Korea,Sang-soo Hong,0,0,0,0,7,4
Jane par Charlotte,2021,Documentary,90,France,Charlotte Gainsbourg,0,0,0,0,6,4
Les amours d'Anaïs,2021,Romantic,98,France,Charline Bourgeois-Tacquet,0,0,0,0,5,21
Petite nature,2021,Drama,93,France,Samuel Theis,0,0,0,0,7,8
Une jeune fille qui va bien,2021,Drama,98,France,Sandrine Kiberlain,0,0,0,0,5,3
Ali & Ava,2021,Drama,95,Great Britain,Clio Barnard,0,0,0,0,5,10
Entre les vagues,2021,Drama,99,France,Anaïs Volpé,0,0,0,0,5,5
Seobok,2021,Sci-Fi,114,South Korea,Yong-Joo Lee,0,0,0,0,5,8
The Story of Film: a New Generation,2021,Documentary,160,Great Britain,Mark Cousins,0,0,0,0,6,5
La Panthère des neiges,2021,Documentary,92,France,Marie Amiguet,0,0,0,0,7,6
Maixabel,2021,Drama,115,Spain,Iciar Bollain,0,0,0,0,7,12
Le loup et le lion,2021,Drama,99,France,Gilles de Maistre,0,0,0,0,5,22
Kreuzfahrt ins Glück: Hochzeitsreise nach Tirol,2021,Romantic,90,Germany,Marc Prill,0,0,0,0,2,3
Sing-keu-hol,2021,Drama,117,South Korea,Ji-hoon Kim,0,0,0,0,4,3
Zebra Girl,2021,Thriller,79,Great Britain,Stephanie Zari,0,0,0,0,7,4
Moonbound,2021,Animation,85,Germany,Ali Samadi Ahadi,0,0,0,0,4,5
Les promesses,2021,Drama,98,France,Thomas Kruithof,0,0,0,0,6,25
À plein temps,2021,Drama,85,France,Eric Gravel,0,0,0,0,7,53
True Things,2021,Drama,102,Great Britain,Harry Wootliff,0,0,0,0,3,3
Ma nuit,2021,Drama,87,France,Antoinette Boulat,0,0,0,0,6,7
Zone 414,2021,Sci-Fi,94,Great Britain,Andrew Baird,0,0,0,0,4,20
El buen patrón,2021,Comedy,120,Spain,Fernando León de Aranoa,0,0,0,0,6,66
Schwarze Insel,2021,Thriller,104,Germany,Miguel Alexandre,0,0,0,0,4,14
Meine Mutter spielt verrückt,2019,Comedy,90,Germany,John Delbridge,0,0,0,0,2,6
Ella Schön: Die Inselbegabung,2018,Comedy,90,Germany,Maurice Hübner,0,0,0,0,1,3
Verliebt in Kroatien,2020,Romantic,90,Germany,Bruno Grass,0,0,0,0,4,4
Honja saneun saramdeul,2021,Drama,91,South Korea,Hong Seong-eun,0,0,0,0,6,17
Las leyes de la frontera,2021,Thriller,127,Spain,Daniel Monzón,0,0,0,0,6,23
Prey,2021,Thriller,87,Germany,Thomas Sieben,0,0,0,0,4,17
Vinterviken,2021,Romantic,90,Sweden,Alexis Almström,0,0,0,0,4,3
Passport to Pimlico,1949,Comedy,84,Great Britain,Henry Cornelius,0,0,0,0,6,3
Vous ne désirez que moi,2021,Romantic,95,France,Claire Simon,0,0,0,0,7,3
La Fortuna,2021,Thriller,300,Spain,Alejandro Amenábar,0,0,0,0,6,5
On est fait pour s'entendre,2021,Romantic,93,France,Pascal Elbé,0,0,0,0,6,9
Silent Night,2021,Horror,92,Great Britain,Camille Griffin,0,0,0,0,3,8
Fly,2021,Drama,110,Germany,Katja von Garnier,0,0,0,0,4,3
Friendzone,2021,Romantic,88,France,Charles Van Tieghem,0,0,0,0,4,3
8 Rue de l'Humanité,2021,Comedy,125,France,Dany Boon,0,0,0,0,5,18
Streamline,2021,Drama,86,Australia,Tyson Wade Johnston,0,0,0,0,5,3
No One Gets Out Alive,2021,Horror,85,Great Britain,Santiago Menghini,0,0,0,0,5,15
La semana del asesino,1973,Thriller,98,Spain,Eloy De La Iglesia,0,0,0,0,7,4
Crime dans le Larzac,2021,Thriller,93,France,Marwen Abdallah,0,0,0,0,5,7
The Phantom of the Open,2021,Comedy,102,Great Britain,Craig Roberts,0,0,0,0,6,9
Du Sie Er & Wir,2021,Comedy,88,Germany,Florian Gottschick,0,0,0,0,4,4
Live is Life,2021,Comedy,109,Spain,Dani de la Torre,0,0,0,0,6,6
Coupez!,2022,Comedy,110,France,Michel Hazanavicius,0,0,0,0,4,12
Frère et soeur,2022,Drama,108,France,Arnaud Desplechin,0,0,0,0,5,10
Crimes à Biot,2021,Thriller,90,France,Christophe Douchand,0,0,0,0,4,8
Martyrs Lane,2021,Horror,96,Great Britain,Ruth Platt,0,0,0,0,5,9
Meurtres en Berry,2021,Thriller,95,France,Floriane Crépin,0,0,0,0,4,3
Meurtres à...: Meurtres à Albi,2021,Thriller,92,France,Delphine Lemoine,0,0,0,0,3,5
El Paramo,2021,Horror,91,Spain,David Casademunt,0,0,0,0,4,12
Bull,2021,Thriller,88,Great Britain,Paul Andrew Williams,0,0,0,0,6,3
Jana und der Buschpilot - Streit der Stämme,2015,Drama,90,Germany,Ulli Baumann,0,0,0,0,2,3
Meurtres à...: Meurtres à Belle-Île,2019,Thriller,93,France,Marwen Abdallah,0,0,0,0,3,3
Frida Kahlo,2020,Documentary,90,Great Britain,Ali Ray,0,0,0,0,5,3
Goliath,2022,Drama,80,France,Frédéric Tellier,0,0,0,0,6,5
Les fantômes du Havre,2018,Thriller,91,France,Thierry Binisti,0,0,0,0,4,8
Meurtres à...: Meurtres à Tahiti,2019,Thriller,94,France,François Velle,0,0,0,0,4,7
One Shot,2021,Action,96,Great Britain,James Nunn,0,0,0,0,4,9
Meurtres à...: Meurtres à Cognac,2020,Thriller,91,France,Adeline Darraux,0,0,0,0,3,4
Alcarràs,2022,Drama,120,Spain,Carla Simón,0,0,0,0,6,35
Cyber Bride,2019,Sci-Fi,90,Great Britain,Louisa Warren,0,0,0,0,2,3
Altri Cannibali,2021,Drama,96,Germany,Francesco Sossai,0,0,0,0,6,3
Inga Lindström: Auf der Suche nach Dir,2019,Romantic,90,Germany,Oliver Dieckmann,0,0,0,0,2,3
Inga Lindström: Ausgerechnet Söderholm,2019,Romantic,89,Germany,Matthias Kiefersauer,0,0,0,0,4,4
Elvis,2022,Biography,159,Australia,Baz Luhrmann,0,0,0,0,7,153
Die Inselärztin: Das Rätsel,2020,Drama,90,Germany,Michael Karen,0,0,0,0,5,1
Unwelcome,2022,Horror,105,Great Britain,Jon Wright,0,0,0,0,5,3
Quelque chose qui vit et brûle,2021,Documentary,77,France,Giovanni Donfrancesco,0,0,0,0,4,3
Je te veux moi non plus,2021,Comedy,100,France,Rodolphe Lauga,0,0,0,0,4,4
A mil kilómetros de la Navidad,2021,Adventure,111,Spain,Álvaro Fernández Armero,0,0,0,0,5,5
Maigret et la jeune morte,2022,Thriller,89,France,Patrice Leconte,0,0,0,0,6,46
Emily,2022,Biography,130,Great Britain,Frances O'Connor,0,0,0,0,7,18
Les Trois Mousquetaires: D'Artagnan,2022,Adventure,121,France,Martin Bourboulon,0,0,0,0,5,17
Astérix & Obélix: L'Empire du Milieu,2023,Comedy,114,France,Guillaume Canet,0,0,0,0,3,12
King,2022,Adventure,131,France,David Moreau,0,0,0,0,5,7
Sentinelle Sud,2022,Drama,96,France,Mathieu Gerault,0,0,0,0,6,3
Munich: The Edge of War,2022,Biography,123,Great Britain,Christian Schwochow,0,0,0,0,6,38
Der Geist der Befreiung,2017,Documentary,91,Germany,Konstantin von zur Mühlen,0,0,0,0,6,5
You Won't Be Alone,2022,Horror,109,Australia,Goran Stolevski,0,0,0,0,6,25
Living,2022,Drama,102,Great Britain,Oliver Hermanus,2,2,3,3,6,52
Cerdita,2022,Thriller,99,Spain,Carlota Pereda,0,0,0,1,6,25
A Christmas Number One,2021,Romantic,112,Great Britain,Chris Cottam,0,0,0,0,4,3
Brian and Charles,2022,Comedy,90,Great Britain,Jim Archer,0,0,0,0,5,24
The Amazing Mr Blunden,2021,Comedy,90,Great Britain,Mark Gatiss,0,0,0,0,4,7
Flashback,2021,Comedy,90,France,Caroline Vigneaux,0,0,0,0,3,11
BigBug,2022,Sci-Fi,111,France,Jean-Pierre Jeunet,1,1,1,0,5,17
Tinder Swindler,2022,Documentary,114,Great Britain,Felicity Morris,0,0,0,0,4,8
Peter von Kant,2022,Drama,85,France,François Ozon,0,0,0,0,7,20
The Plains,2022,Drama,180,Australia,David Easteal,0,0,0,0,7,10
Die Wannseekonferenz,2022,Drama,108,Germany,Matti Geschonneck,0,0,1,1,5,20
An Cailín Ciúin,2022,Drama,94,Ireland,Colm Bairéad,1,1,2,1,7,38
Viens je t'emmène,2022,Comedy,100,France,Alain Guiraudie,0,0,0,0,6,12
The Jack in the Box: Awakening,2022,Horror,93,Great Britain,Lawrence Fowler,0,2,0,2,3,5
Les passagers de la nuit,2022,Drama,111,France,Mikhaël Hers,0,0,0,0,7,12
Coma,2022,Drama,80,France,Bertrand Bonello,0,0,0,0,6,7
This Much I Know to be True,2022,Documentary,105,Great Britain,Andrew Dominik,0,0,0,0,6,3
Love and Leashes,2022,Romantic,117,South Korea,Hyeon-jin Park,0,0,0,0,5,11
Special Delivery,2022,Action,109,South Korea,Dae-min Park,0,0,0,0,4,10
Chronique d'une liaison passagère,2022,Romantic,100,France,Emmanuel Mouret,0,0,0,0,6,21
RG03,2021,Drama,97,France,Romain Gavras,0,1,0,0,6,52
Sans répit,2022,Thriller,95,France,Régis Blondeau,0,0,0,0,4,13
Claret,2021,Biography,120,Spain,Pablo Moreno,0,0,0,0,4,6
Choose or Die,2022,Horror,84,Great Britain,Toby Meakins,0,0,0,0,4,12
Help,2021,Drama,98,Great Britain,Marc Munden,0,0,0,0,7,4
Los renglones torcidos de Dios,2022,Thriller,155,Spain,Oriol Paulo,0,0,0,0,6,60
Modelo 77,2022,Drama,125,Spain,Alberto Rodriguez,0,0,0,0,7,16
Yaksha: Ruthless Operations,2022,Thriller,125,South Korea,Hyeon Na,0,0,0,0,6,11
Loin du périph,2022,Action,119,France,Louis Leterrier,0,0,0,0,5,10
La jefa,2022,Drama,110,Spain,Fran Torres,0,0,0,0,5,12
Las niñas de cristal,2022,Thriller,137,Spain,Jota Linares,0,0,0,0,5,3
Amor de madre,2022,Comedy,110,Spain,Paco Caballero,0,0,0,0,5,5
Mascarade,2022,Thriller,142,France,Nicolas Bedos,0,0,0,0,5,24
Novembre,2022,Thriller,105,France,Cédric Jimenez,0,0,0,0,6,21
Rodéo,2022,Drama,110,France,Lola Quivoron,0,0,0,0,5,8
The Stranger,2021,Thriller,117,Australia,Thomas M. Wright,0,0,0,0,6,8
Fumer fait tousser,2022,Comedy,80,France,Quentin Dupieux,0,0,0,0,6,5
Heon-teu,2022,Drama,131,South Korea,Jung-jae Lee,0,0,0,0,5,6
Pile ou face,1980,Thriller,105,France,Robert Enrico,0,0,0,0,6,7
Press Play,2022,Musical,85,South Korea,Greg Björkman,0,0,0,0,2,6
Les enfants des autres,2022,Drama,103,France,Rebecca Zlotowski,0,0,0,0,6,18
Injil,2021,Action,94,South Korea,Pil Gam-Sung,0,0,0,0,5,6
Kingmaker,2022,Drama,123,South Korea,Sung-hyun Byun,0,0,0,0,6,6
Gi-Juk,2021,Drama,117,South Korea,Jang-hoon Lee,0,0,0,0,6,7
Perhaps Love,2021,Romantic,113,South Korea,Eun-ji Jo,0,0,0,0,7,3
Tomb of the River,2021,Action,119,South Korea,Yoon Young-bin,0,0,0,0,6,3
Le parfum vert,2022,Comedy,101,France,Nicolas Pariser,0,0,0,0,4,5
Un beau matin,2022,Romantic,112,France,Mia Hansen-Løve,0,0,0,0,6,35
Les cinq diables,2022,Drama,103,France,Léa Mysius,0,0,0,0,5,9
La Goutte d'Or,2022,Drama,98,France,Clément Cogitore,0,0,0,0,6,3
Tout le monde aime Jeanne,2022,Comedy,95,France,Céline Devaux,0,0,0,0,4,13
Un petit frère,2022,Drama,116,France,Léonor Serraille,0,0,0,0,5,4
L'innocent,2022,Comedy,99,France,Louis Garrel,2,1,1,1,6,32
The Colour Room,2021,Drama,108,Great Britain,Claire McCarthy,0,0,0,0,5,7
Mogadisyu,2021,Thriller,121,South Korea,Seung-wan Ryu,0,0,0,0,6,5
Never Too Late,2022,Romantic,98,Australia,Mark Lamprell,0,0,0,0,3,3
